Identifier Code,Billing Code,Identifier Description,NYU Langone Long Island Gross Charges,NYU Langone Long Island Discounted Cash Price,AETNA HMO
6178023,-1,BRACE KNEE SPLINT 3-PANEL UNIV 22IN,214.15,40.69,NSP
6178057,-1,OPEN RING DIA 210MM ALUM,27902.7,5301.51,NSP
6178058,-1,FOOT ARCH 210MM,27902.7,5301.51,NSP
6178060,-1,SODIUM CL 0.9% INHALANT SOL 50X15ML,-1,-1,NSP
6178071,-1,PACK PERFUSION SMART 120IN 1/2X3/32,609.53,115.81,NSP
6178170,-1,ACID PERACETIC,2681.91,509.56,NSP
6178171,-1,DISINFECTANT PERACETIC ACID STRIP,-1,-1,NSP
6180114,-1,BOTTLE AMBER HDPE NALGENE WIDE-MOUTH,172.97,32.86,NSP
6180166,-1,TRANSITION CONNECTOR ENTERAL DISTAL END ENFIT TO NON-ENFIT,-1,-1,NSP
6180277,-1,TRAY TRACH INTRO PERC W/TUBE 7.5MM,6061.12,1151.61,NSP
6180278,-1,TRAY TRACH INTRO PERC W/TUBE 8.5MM,6061.12,1151.61,NSP
6180296,-1,ELECTRODES ECG MEDGEL PED/NEONATAL,-1,-1,NSP
6180303,-1,CUP F/DENTURE GRN,-1,-1,NSP
6180304,-1,GOWN CHEMO POLY-COATED W/WAIST TIES BLU XL,-1,-1,NSP
6180744,-1,CAP GEL DIGITAL RIBBED S/M 6 PACK VISCO,-1,-1,NSP
6180745,-1,CAP GEL DIGITAL RIBBED L/XK 6 PACK VISCO,-1,-1,NSP
6180770,-1,BOTTLE CLEANSER WOUND 16OZ SKINTEGRITY,148.32,28.18,NSP
6180809,-1,TUBE DRIVING RED BERLIN HEART,6975.68,1325.38,NSP
6180810,-1,TUBE DRIVING BLU BERLIN HEART,6975.68,1325.38,NSP
6180811,-1,VALVE ACCESSORY SET BERLIN HEART,33483.24,6361.82,NSP
6180812,-1,BRACE COMPRESSION DEVICE SMALL COLOWRAP,2031.75,386.03,NSP
6180835,-1,TUBE PRESSURE MONITOR MALE/FEMALE 12IN MEDEX,-1,-1,NSP
6180840,-1,CHEST DRAIN SYS PLEUR-EVAC A-7000 2500 ML,1569.34,298.17,NSP
6180841,-1,MASK ANESTH CHILD SZ 3 PREINFLATED,-1,-1,NSP
6180879,-1,BRACE BELT BUTTONHOLE STYLE  PINK AND BLU STRIPES 2.37 ABD,-1,-1,NSP
6180889,-1,"RIBBON TRANSFER 2.09IN - 7,086LFT (6X1181)",2709,514.71,NSP
6180928,-1,KIT CUFFS NEONATAL SIZES 1-5,1783.33,338.83,NSP
6180938,-1,ELECTRODE ECG STRESS FOAM,-1,-1,NSP
6180943,-1,MATERNITY PANTS KNIT SZ 2XL/3XL,-1,-1,NSP
6180945,-1,BP CUFFS SINGLE-TUBE INFANT SZ3,-1,-1,NSP
6180949,-1,SPECIMEN CONTAINER CLICK N CLOSE PNEUMATIC TUBE,-1,-1,NSP
6180950,-1,SPECIMEN CONTAINER CLICK N CLOSE PNEUMATIC TUBE SYS,-1,-1,NSP
6180951,-1,CATH FOLEY SIL COUDE 18FR 10ML,-1,-1,NSP
6180952,-1,TRACH TUBE SHILEY FLEX EVAC 8.5,6933.41,1317.35,NSP
6180958,-1,SUCTION TUBING W/ GRN CONNECTORS 3/16X10,-1,-1,NSP
6180962,-1,MASK NASAL PEDI-FIT SM,947.47,180.02,NSP
6180963,-1,MASK NASAL PEDI-FIT LG,947.47,180.02,NSP
6180964,-1,MASK NASAL PEDI-FIT  XL,947.47,180.02,NSP
6180965,-1,MASK NASAL PEDI-FIT MED,947.47,180.02,NSP
6180968,-1,ROCKER CAST BOOT SM/MED,-1,-1,NSP
6180969,-1,SPLINT RT UNIVERSAL WRIST & FOREARM,-1,-1,NSP
6180970,-1,SPLINT LT UNIVERSAL WRIST & FOREARM,-1,-1,NSP
6180979,-1,POSITIONER FLO FORM PEDIATIC LARGE,1056.51,200.74,NSP
6180980,-1,POSITIONER FLO FORM NEONATAL HEAD/PRONE,162.54,30.88,NSP
6180981,-1,POSITIONER FLO FORM PEDIATRIC SMALL,270.9,51.47,NSP
6180982,-1,POSITONER FLO FORM STANDARD ADULT,1611.86,306.25,NSP
6180983,-1,SEAT CUSHION STATIC AIR STANDARD,-1,-1,NSP
6180984,-1,SEAT CUSHION STATIC AIR BARIATRIC,135.45,25.74,NSP
6180985,-1,TEMPERATURE PROBE COVER NEOSMILE PLUS,-1,-1,NSP
6180989,-1,CATH FOLEY SIL LF16FR 10ML,-1,-1,NSP
6181006,-1,BERNELL WANDS SINGLE W/GOLD BALLS,202.5,38.47,NSP
6181007,-1,BERNELL WANDS SINGLE W/SILVER BALLS,202.5,38.47,NSP
6181012,-1,KIT UP ECO SY ST GP EB 3PC LB,189.63,36.03,NSP
6181013,-1,KIT UP ECO SY GP EB LB,-1,-1,NSP
6181014,-1,KIT UP ECO GP 3PC LB,151.7,28.82,NSP
6181015,-1,KIT UP ECO SY GP 3PC LB,164.57,31.27,NSP
6181016,-1,KIT GP EB 3PC LB BL,138.84,26.38,NSP
6181017,-1,POSITIONER FLUIDIZED LG 12X20,697.7,132.56,NSP
6181025,-1,ACCU TEMP PROBE COVERS  HYDROGEL LG,-1,-1,NSP
6181026,-1,ACCU TEMP PROBE COVERS  HYDROGEL SM,-1,-1,NSP
6181052,-1,TUBING SET IRRIGATION  2.2M,-1,-1,NSP
6181068,-1,GLOVE SURG SZ 7 NEOPRENE NONLTX POWDER FREE GRN,-1,-1,NSP
6181069,-1,GLOVE SURG SZ 7.5 NEOPRENE NONLTX POWDER FREE GRN,-1,-1,NSP
6181070,-1,GLOVE SURG SZ 8 NEOPRENE NONLTX POWDER FREE GRN,-1,-1,NSP
6181073,-1,BITE LINE WITH O2 TUBING ADULT-INTERMEDIATE,251.77,47.84,NSP
6181074,-1,UNIVERSAL BUCKS TRACTION WITH FOOT PAD,497.37,94.5,NSP
6181083,-1,PAD FOAM BED CONVOLUTED 2X32X73IN,140.1,26.62,NSP
6181313,-1,SOLUTION DYE INK AID CANCER MARKING,308.31,58.58,NSP
6181320,-1,GLOVES SURGICAL 7.5 PI LF PF SENSICARE,-1,-1,NSP
6181374,-1,LIQUID MILK HUMAN FORTIFIER STD PROTEIN ENFAMIL,1666.04,316.55,NSP
6181375,-1,NIPPLE FOR BOTTLE NUK ORTHODONTIC LATEX FREE SLOWFLOW,-1,-1,NSP
6181377,-1,SYRINGE ONLY 3ML LUER-LOK,-1,-1,NSP
6181391,-1,EKG ELECTRODE RADIOLUCENT NEONATAL,-1,-1,NSP
6181393,-1,TUBI GRIP ELASTICATED SUPPORT SIZE C,345.26,65.6,NSP
6181394,-1,FOLEY CATH TRAY PED 6FR X 3ML W/400 ML URINE METER,253.97,48.25,NSP
6181395,-1,FOLEY CATH TRAY PED 8FR X 3ML W/400 ML URINE METER,253.97,48.25,NSP
6181396,-1,FOLEY CATH TRAY PED 10FR X 3ML W/400 ML URINE METER,243.13,46.2,NSP
6181435,-1,BLEACH 96OZ CLOROX,-1,-1,NSP
6181437,-1,LABEL BARCODE STERILIZABLE YELLOW,-1,-1,NSP
6181460,-1,NIPPLE FOR BOTTLE EXTRA SLOW FLOW,-1,-1,NSP
6181483,-1,SHOEHORN PLASTIC - 17,-1,-1,NSP
6181486,-1,SENSURA MIO FLAT DRAINABLE W/POUCH,-1,-1,NSP
6181487,-1,SENSURA MIO FLEX STND WEARA BARRIER 10-68 MM YELLOW,-1,-1,NSP
6181488,-1,SENSURA MIO FLEX DRAIN TRANS W/YELLOW FILTER,-1,-1,NSP
6181489,-1,ZIP IT ZIPPER PULL,-1,-1,NSP
6181503,-1,PAPER F/PRINTER ROLL SET,1825.19,346.79,NSP
6181509,-1,CUFF KIT NEONATAL NIBP  SOFT SINGLE PATIENT,-1,-1,NSP
6181531,-1,ELECTRODES EZ-TRODE CLOTH 2.75 IN RND,-1,-1,NSP
6181535,-1,GLOVE SURG PREMIERPRO SZ 6.5 GRN,-1,-1,NSP
6181552,-1,IRRIGATION SOL SOD CHL 0.9% 2000ML IRR USP BG,-1,-1,NSP
6181558,-1,CATH UMBILICAL 5FR W/SGL LUMEN POLY,189.63,36.03,NSP
6181559,-1,CATH UMBILICAL 3.5FR W/DUAL LUMEN POLY,406.35,77.21,NSP
6181575,-1,RENAL PURE 3K 2.5CA DRUM 45X,1503.63,285.69,NSP
6181591,-1,LABEL STERILIZABLE 4INX1.5IN PINK,663.71,126.1,NSP
6181592,-1,NATURALYTE DRY PACK RX12,160.51,30.5,NSP
6181631,-1,MASK ANES FLEX  INFANT SZ 2 TOP VALVE,-1,-1,NSP
6181632,-1,MASK ANES FLEX  TODDLER SZ 3 TOP VALVE,-1,-1,NSP
6181633,-1,MASK ANES FLEX  CHILD SZ 4 TOP VALVE,-1,-1,NSP
6181712,-1,EXTENSION SET SM BORE  LOW VOL W/ CLAMP 72IN 1.3 ML,-1,-1,NSP
6181740,-1,INSTRUMENTS ADDTL LEVEL ACCESS,9007.43,1711.41,NSP
6181741,-1,PROCEDURE KIT,81270,15441.3,NSP
6181756,-1,POUCH UROSTOMY SENSURA MIO FLEX MAXI - RED,-1,-1,NSP
6181770,-1,SUCTION CATHETERS CLEANSING AND SUCTIONING SYS W/CORINZ,258.03,49.03,NSP
6181772,-1,OXYGEN NOSE CLIP DISPOSABLE STD,-1,-1,NSP
6181788,-1,SHIELD EYE UNIVERSAL,-1,-1,NSP
6181790,-1,GENERATOR RADIOFREQUENCY,3724.88,707.73,NSP
6181795,-1,TELESCOPING SMOKE EVACUATION PENCIL 10 FT,378.12,71.84,NSP
6181796,-1,TELESCOPING SMOKE EVACUATION PENCIL 15 FT,400.81,76.15,NSP
6181813,-1,WALKER DUAL RELEASE ROLLING 350LB CAP,705.56,134.06,NSP
6181816,-1,KIT POSTFREE PATIENT SAFETY SM,14839.09,2819.43,NSP
6181817,-1,KIT POSTFREE PATIENT SAFETY MED,14839.09,2819.43,NSP
6181818,-1,KIT POSTFREE PATIENT SAFETY LG,14839.09,2819.43,NSP
6181833,-1,TUBESET TRI-LUMEN FILTERED W/ACTIVATED CHARCOAL FILTER,1456.76,276.79,NSP
6181834,-1,CAP AND OBTURATOR W/BLADELESS OPTICAL TIP,1456.76,276.79,NSP
6181856,-1,TRAY CVC COATED DBL LUMEN 4 FR 15CM,2514.09,477.68,NSP
6181874,-1,SPECIMEN CONTAINER CLICK N CLOSE 4OZ,-1,-1,NSP
6181875,-1,GLOVE SURG PREMIERPRO SZ 6.0 GRN,-1,-1,NSP
6181892,-1,LABEL L&D ADULT/BABY WRIST BANDS W/TAGS WITH NUMBERING,-1,-1,NSP
6181901,-1,CUFF BP SGL-TUBE  W/BAYONET CONNECTOR,-1,-1,NSP
6181910,-1,GRASPER PITUITARY RENTAL,10158.75,1930.16,NSP
6181911,-1,CLEANER FOR WOUND 8 OZ SPRAY,-1,-1,NSP
6181912,-1,SUPPORTER ATHLETIC MED,159.29,30.26,NSP
6181915,-1,SUCTION CANISTER 1500CC,-1,-1,NSP
6181916,-1,SUCTION CANISTER 2500 CC,-1,-1,NSP
6181928,-1,GOWN ISO MICROPORUS THUMBLOOP WHT REG,-1,-1,NSP
6181929,-1,GOWN ISO MICROPORUS THUMBLOOP WHT XLG,-1,-1,NSP
6181934,-1,CRUTCH ADULT LF 350LB WEIGHT CAP,-1,-1,NSP
6181941,-1,NOVII WIRELESS PATCH SYSTEM,527.58,100.24,NSP
6181947,-1,EXPIRATION DATE LABELS,-1,-1,NSP
6181957,-1,BOTTLE GRAD-U-FEED W/CAP STERILE (50X2) 60ML,-1,-1,NSP
6181958,-1,COLOSTRUM 10Z AND BREASTMILK CONTAINER W/ NEOCONNECT,-1,-1,NSP
6021071,-1,SHEET FEMORAL ANGIO 86 X 115 IN,-1,-1,NSP
6021072,-1,SUT PROLENE 2-0 SH NDL 30 IN BL,-1,-1,NSP
6021085,-1,BAG DISP DEPOT W/SPIKE,-1,-1,NSP
6021134,-1,DEVICE INFLATION LITH ALLIANCE F CATH,-1,-1,NSP
6021159,-1,DEVICE INFLATION 25ML,482.74,91.72,NSP
6021179,-1,DEVICE TORQUE F/GWIRE 0.010 - 0.038IN,-1,-1,NSP
6021251,-1,CONNECTOR TUBING DRAIN CTU,-1,-1,NSP
6021282,-1,SUT VICRYL RAPIDE 4-0 UD PS-2 18IN,-1,-1,NSP
6021304,-1,KIT LINE HP BRAIDED 4IN,274.9,52.23,NSP
6021316,-1,DEVICE TORQUE 0.018 - 0.38,-1,-1,NSP
6021351,-1,SYR ONLY LL 12ML,-1,-1,NSP
6021352,-1,SYR ONLY LL 35CC,-1,-1,NSP
6021353,-1,DEPRESSOR TONGUE STER 6 IN,-1,-1,NSP
6021402,-1,WARMER FLUID STD FLOW,-1,-1,NSP
6021415,-1,SET EXTENSION W/STOPCOCK,-1,-1,NSP
6021420,-1,KIT ABG SYR HEP PLAS 3CC,-1,-1,NSP
6021423,-1,PAD RADIO TRANSLUCENT PED,384.81,73.11,NSP
6021427,-1,IVSOL BURETTE METRISET,-1,-1,NSP
6021744,-1,DRAPE STERI IOBAN II 60X45CM ANTI-MICRO,-1,-1,NSP
6021747,-1,KIT STER SUT REMOVAL DISP,-1,-1,NSP
6021782,-1,DRAPE STER 35X35CM,338.63,64.34,NSP
6021924,-1,CABLE SURREME QUAD BLUE,1300.32,247.06,NSP
6022039,-1,CATH PACK DIAGNOSTIC LAB,1134.66,215.59,NSP
6022040,-1,CATH PACK ELECTROPHYSIOLOGY LAB,1875.96,356.43,NSP
6022126,-1,CABLE SUPREME DECA BLACK,1584.77,301.11,NSP
6022132,-1,INDEFLATOR PLUS 30 INFL DEVICE,609.53,115.81,NSP
6022164,-1,PACK PACEMAKER CPT,2173.2,412.91,NSP
6022177,-1,PACK PROCEDURE PED,2033.1,386.29,NSP
6022196,-1,TUB THERMOCOOL,1056.51,200.74,NSP
6022257,-1,CABLE EP DUO DECA 5FT,3779.06,718.02,NSP
6022281,-1,BAND TRANSRADIAL STD DISCON USE 244046,609.53,115.81,NSP
6022377,-1,CBL SAPHIRE STRCK 300CM-MIN ORD QTY 6,2803.82,532.72,NSP
6022403,-1,CABLE 34 HYP/34 LEMO BL 10 FT,5418,1029.42,NSP
6022404,-1,CABLE 25 HYP/34 HYP RD 10 FT REUSE,5418,1029.42,NSP
6022405,-1,CABLE CARTO 3 SYSTEM INTERFACE 10FT RED34 REUSE,4632.39,880.15,NSP
6022414,-1,SYR  HYPO COMBO 25GA 5/8IN 3ML,-1,-1,NSP
6022415,-1,SYR ONLY REG LUER TIP 12ML,-1,-1,NSP
6022416,-1,TUBE VAC/HEMOGARD STR LAV 3ML,-1,-1,NSP
6022425,-1,GLOVE BRN PF STR SZ 7,-1,-1,NSP
6022440,-1,TRAY BONE MARROW ADLT 11GA X 4,905.62,172.07,NSP
6022445,-1,TRAY LUMBAR PUNCTURE ADLT DISP 20X3.5,-1,-1,NSP
6022447,-1,SYR STER PREFILL SALINE 10ML,-1,-1,NSP
6022448,-1,SPONGE GAUZE NON-WOV STER 4X4IN,-1,-1,NSP
6022452,-1,KIT CENTRAL LINE DRESSING CUS,157.53,29.93,NSP
6022454,-1,DRESSING WOUND ADH 3.5X4IN,-1,-1,NSP
6022459,-1,GLOVE SURG NONLTX PFREE SZ 8,-1,-1,NSP
6022460,-1,SPONGE GAUZE STER 8PLY 2 X 2 IN,-1,-1,NSP
6024114,-1,CONN TUBING STER 1/8 X 1/4IN,-1,-1,NSP
6024115,-1,DRESSING XEROFORM STER 5 X 9 IN,-1,-1,NSP
6024128,-1,SPONGE XRAY DETECTABLE RND XLG,-1,-1,NSP
6024129,-1,BANDAGE DERMACEA GAUZE ROLL STER 2X4 YDS,-1,-1,NSP
6024140,-1,BANDAGE KERLIX RL STER 4.5IN  6 PLY,-1,-1,NSP
6024149,-1,SPONGE GAUZE 12PLY 2X2IN,-1,-1,NSP
6024154,-1,SYR SALINE 10ML,-1,-1,NSP
6024157,-1,SYR LL TIP 3CC,-1,-1,NSP
6024159,-1,SYR TB 1CC BD,859.97,163.39,NSP
6024160,-1,GOWN P2 PERSONAL PROTECTION DISP,-1,-1,NSP
6024178,-1,SET EXT W/6.45 PRIMING VALVE,-1,-1,NSP
6024179,-1,IVSET BLOOD SET Y TYPE ULTRASITE DISCON USE 234999,-1,-1,NSP
6024181,-1,SYR MAGELLAN  SAFETY 1CC 25X5/8,-1,-1,NSP
6024187,-1,TUBE BLOOD VAC STR RED 10ML,-1,-1,NSP
6024217,-1,APPLICATOR CTTN TIP STER 6 IN DISCONTINUED,-1,-1,NSP
6024224,-1,FLUSH SYR PRE FILLED SALINE 3ML,-1,-1,NSP
6024225,-1,TUBE VACUTAINER LT BL 13X75MM 2.7ML,-1,-1,NSP
6024227,-1,PAD ABDOMINAL STER 5 X 9 IN,-1,-1,NSP
6024232,-1,DRESSING TELFA STER 3 X 8IN,-1,-1,NSP
6024244,-1,CLEANSER SKIN PERI 8 OZ,-1,-1,NSP
6024255,-1,Use 234946 SYR IRRIGATION TOOMEY STER LTX FR,-1,-1,NSP
6024257,-1,TRAY CATH FOLEY UNIV STER,-1,-1,NSP
6024278,-1,REMOVER STAPLE SKIN DISP,-1,-1,NSP
6024286,-1,DEFIB ELECTRODE UNIV ADLT,414.34,78.72,NSP
6024297,-1,TRAY BSC BIOPSY,363.14,69,NSP
6024302,-1,PACK RADIOLOGY VIR,540.99,102.79,NSP
6024303,-1,TOTE MEDIPORT CUSTOM,583.25,110.82,NSP
6024319,-1,TRAY RADIOLOGY STD,316.68,60.17,NSP
6024383,-1,CABLE GDC SYNERG CONNECTING,1287.32,244.59,NSP
6024496,-1,HC KYPHX INFLATABLE BONE TAMP,-1,-1,NSP
6024496,-1,HC KYPHX INFLATABLE BONE TAMP,-1,-1,NSP
6024502,-1,HC CYROPROBE,-1,-1,NSP
6024521,-1,STOPCOCK 1-WY,-1,-1,NSP
6024531,-1,HC CATH DILATION VAN ANDEL 10F,-1,-1,NSP
6024531,-1,HC CATH DILATION VAN ANDEL 10F,-1,-1,NSP
6028920,-1,MIXER CEMENT BONE EVAC III,3177.66,603.75,NSP
6029083,-1,SLEEVE FOR GAMMA FINDER,270.9,51.47,NSP
6029290,-1,STAPLER SKIN 35 WIDE,-1,-1,NSP
6029291,-1,REMOVER SKIN STAPLE PREMIUM,-1,-1,NSP
6029327,-1,KIT ACCESS F AMS 800 URINE CONTR SYS,17307.12,3288.35,NSP
6029544,-1,SYR ONLY LL 3CC,-1,-1,NSP
6029546,-1,SYR ONLY LT 35CC,-1,-1,NSP
6029547,-1,SYR MAGELLAN TB 1ML 27GA X 1/2 IN,-1,-1,NSP
6029556,-1,SYR CAPS LUER TIP,-1,-1,NSP
6029572,-1,SYR 60CC LUER SLIP TIP,-1,-1,NSP
6029575,-1,DRESSING CURITY NON-ADHER 3 X 8 IN dup use item id 231296,-1,-1,NSP
6029576,-1,DRESSING WOUND HYDROCOLLOID 4X4,-1,-1,NSP
6029577,-1,GLOVE BRN PF STR SZ 5.5,-1,-1,NSP
6029578,-1,GLOVE BRN PF SZ 6,-1,-1,NSP
6029579,-1,GLOVE BRN PF STR SZ 6.5,-1,-1,NSP
6029585,-1,TOTE NYU NO 031 LAPAROTOMY,2128.05,404.33,NSP
6029587,-1,SHEET SPLIT EVOL DISP,-1,-1,NSP
6029589,-1,COVER MAYO DISP REINF STER 23X54IN,-1,-1,NSP
6029590,-1,PACK CYSTO I EVOL DISP,-1,-1,NSP
6029614,-1,SHEET LAPAROSCOPY TRANSVERSE 72X119,-1,-1,NSP
6029615,-1,SHEET LAPAROTOMY EVOL FENESTD DISP,-1,-1,NSP
6029618,-1,Use 296178 DRAPE LG SHEET DISP 60 X 76 IN,-1,-1,NSP
6029620,-1,SPONGE LAP PW W/RING 18X18,-1,-1,NSP
6029621,-1,SPONGE LAP STER W/RING 12X12 DISCON USE 320,-1,-1,NSP
6029622,-1,SPONGE DERMA STER 8PLY 2X2 IN,-1,-1,NSP
6029625,-1,SYR BULB IRRIG STER LTX FR DISP,-1,-1,NSP
6029627,-1,SYR METAL 10CC LL MULTIFIT,275.23,52.29,NSP
6029650,-1,TOTE NYU NO 060 FESS,1495.5,284.15,NSP
6029654,-1,TOTE NYU NO 070 GENERAL BASIC,831.93,158.07,NSP
6029665,-1,DRAPE EQUIP 41x74IN XRAY C ARM UNIV LG CLOSURE STRAP,-1,-1,NSP
6029673,-1,TUBING OXYGEN CONNECT 7 FT W/O MASK,-1,-1,NSP
6029675,-1,DUPL USE 253251  CLOSURE SKIN STERI STRIP 1/4X4IN,-1,-1,NSP
6029684,-1,DRAPE CAMERA ARTHROSCOPY 5X96IN,-1,-1,NSP
6029690,-1,GAUZE PACKING VAG 6 FT 2 IN,-1,-1,NSP
6029693,-1,PADDING CAST STER 3 IN X 4 YD,-1,-1,NSP
6029695,-1,ADHESIVE LIQ .66CC VL MASTISOL,-1,-1,NSP
6029708,-1,SUT VICRYL UD BR 0 CT1 36 IN,-1,-1,NSP
6029747,-1,SUT VICRYL PLUS ANTIBAC 5-0 P-3 NDL 18IN,-1,-1,NSP
6029753,-1,SYR CONTROL LL 12CC,-1,-1,NSP
6029754,-1,DRAPE STERI LG INCISE 18X36,-1,-1,NSP
6029755,-1,DRAPE STER U-DRAPE 48 X 52,-1,-1,NSP
6029756,-1,SLEEVE SUT CONVERTOR STER,-1,-1,NSP
6029767,-1,POUCH INSTRUMENT W/POCKET,-1,-1,NSP
6029769,-1,DRAPE SURG STERI APERTURE MED,-1,-1,NSP
6029770,-1,DRAPE SURG W/TOWEL 17 5/8X11 3/4,-1,-1,NSP
6029771,-1,DRAPE SURG STERI APERTURE SML,-1,-1,NSP
6029774,-1,SUT VICRYL +ANTIBAC VIO BR 0 36IN CT,-1,-1,NSP
6029781,-1,SUT MONOCRYL PLUS UD 3-0 27IN PS-2,-1,-1,NSP
6029782,-1,SUT MONOCRYL PLUS UD 4-0 P-3 18IN,-1,-1,NSP
6029787,-1,SUT VICRYL 2-0 SH NDL 18IN,172.83,32.84,NSP
6029794,-1,SUT VICRYL 6-0 UD BR CT 18 IN PS6,-1,-1,NSP
6029805,-1,SUT VICRYL PLUS UD BR CT 3-0 SH 27 IN,-1,-1,NSP
6029806,-1,SUT VICRYL UD BR CT 3-0 18IN,-1,-1,NSP
6029823,-1,SUT 4-0 27IN VICRYL PLUS SH,-1,-1,NSP
6029839,-1,SUT SILK BLK BR 2 60IN,-1,-1,NSP
6029862,-1,TAPE UMBILICAL CTTN 1/8 X 30IN,-1,-1,NSP
6029869,-1,SUT SILK 2-0 FSL CVD NDL 18 IN,-1,-1,NSP
6029870,-1,SUT SILK BLK BRAIDED 2-0 30IN STR,-1,-1,NSP
6029872,-1,SUT SILK 3-0 KS NDL 30IN,-1,-1,NSP
6029883,-1,SUT SILK BLK BR 4-0 RB1 30IN,-1,-1,NSP
6029896,-1,SUT ETHIBOND GRN BR 0 30IN SH B834H,-1,-1,NSP
6029897,-1,SUT ETHIBOND GRN BR 0 CT1 30IN B424H,-1,-1,NSP
6029908,-1,SUT TEVDEK GRN 6-0 T-6 2N 18 IN,-1,-1,NSP
6029922,-1,SUT CHROMIC 0 CT-1 NDL 27IN,-1,-1,NSP
6029925,-1,SUT GUT CHROMIC 2-0 UR5 27IN,-1,-1,NSP
6029934,-1,SUT PROLENE 4-0 SH NDL 36 IN,-1,-1,NSP
6029951,-1,SUT ETHILON 4 0 FS-2 18 IN BLK,-1,-1,NSP
6029953,-1,DRAPE INCISE W/IRR POUCH,-1,-1,NSP
6030008,-1,GROUNDING PAD NEONATE 4.4LBS,-1,-1,NSP
6030056,-1,GLOVE SURG BIOGEL 8.0,-1,-1,NSP
6030103,-1,SPONGE TONSIL LG DBL STRG STER,-1,-1,NSP
6030104,-1,TUBING SET STRL,880.43,167.28,NSP
6030128,-1,GLOVE BRN PF STR SZ 9,-1,-1,NSP
6030139,-1,PATTIES SURG 25 X 25MM,-1,-1,NSP
6030140,-1,DRESSING TRANSP BIOCLUSIVE 4X5IN discontinued by MFR no sub,-1,-1,NSP
6030151,-1,SPONGE NEURO 2 X 2,-1,-1,NSP
6030152,-1,SPONGE NEURO CYLINDRICAL,-1,-1,NSP
6030166,-1,PIN SAFETY 1.5 IN STER,-1,-1,NSP
6030185,-1,ADAPTER FIBER OPTIC SWIVEL STER,-1,-1,NSP
6030195,-1,BANDAGE TUBULAR SZ C,571.6,108.6,NSP
6030196,-1,TOTE NYU NO 081 CPT MINOR EYE,1299.78,246.96,NSP
6030197,-1,TOTE NYU NO 082 ORTHO FOOT TRAY,1128.16,214.35,NSP
6030204,-1,TOTE NYU NO 083 ORTHO HAND TRAY,1496.18,284.27,NSP
6030205,-1,TOTE NYU NO 084  ARTHROSCOPY KNEE,791.98,150.48,NSP
6030207,-1,TOTE NYU NO 087 AUGMENTATION,3708.89,704.69,NSP
6030268,-1,Use 234946 SYR IRRIGATION PISTON 60ML,-1,-1,NSP
6030309,-1,SUT PLAIN 5-0 PC1 NDL GUT 18IN,-1,-1,NSP
6030310,-1,SUT PLAIN GUT 6-0 PC1 NDL 18IN,-1,-1,NSP
6030312,-1,TUBING FOR CVD XOMED BLADE,440.24,83.65,NSP
6030329,-1,SUT 0 27IN VICRYL PLUS UR-6 VIL,-1,-1,NSP
6030340,-1,CORD ELITE & USA DISP ACTIVE,366.62,69.66,NSP
6030342,-1,SUT 0 27IN VICRYL PLUS SH,-1,-1,NSP
6030347,-1,TOTE NYU NO 010 EAR TRAY,1680.26,319.25,NSP
6030349,-1,TOTE NYU NO 014 FEM-POP/FEM-TIB BYPASS,2179.93,414.19,NSP
6030351,-1,TOTE NYU NO 040 MINOR HEAD/NECK,1218.78,231.57,NSP
6030352,-1,TOTE NYU NO 051 PLASTIC SOFT TISSUE,1303.3,247.63,NSP
6030365,-1,TOTE NYU NO 032 ORIF HIP TRAY,1428.46,271.41,NSP
6030371,-1,SUT PROLENE 6-0 P1 NDL 18 IN,-1,-1,NSP
6030411,-1,GAUZE F/PACKING 4.5X22 IN dup use item id 231308,-1,-1,NSP
6030412,-1,CONN VYNL STR STER 3/16 - 7/16,-1,-1,NSP
6030421,-1,DRAPE ZEISS MD W/HNDL CVR 40X64,264.4,50.24,NSP
6030423,-1,TABLE COVER BACK,499.81,94.96,NSP
6030427,-1,IVSOL .9% NACL SLUSH 1000ML BAG,1489.68,283.04,NSP
6030431,-1,DRAPE INST MAG 121,-1,-1,NSP
6030432,-1,RUBBER BAND STER,-1,-1,NSP
6030446,-1,INFLATION DEVICE ENCORE 26,1334.05,253.47,NSP
6030446,-1,INFLATION DEVICE ENCORE 26,1334.05,253.47,NSP
6030448,-1,TRAY IRRIGATION TRAY SCTN STR,1511.8,287.24,NSP
6030460,-1,SUT 3-0 27IN VICRYL PLUS CT-2,-1,-1,NSP
6030467,-1,MARKER SKIN AND RULER X FN TP,-1,-1,NSP
6030479,-1,DRAPE FEMORAL ANGIOGRAPHY,-1,-1,NSP
6030480,-1,BANDAGE CONFORM STRETCH 1 IN,-1,-1,NSP
6030486,-1,CONN Y STR 3/8 X 3/8 X 3/8,-1,-1,NSP
6030491,-1,DRESSING XEROFORM STER 1 X8 IN,-1,-1,NSP
6030510,-1,COVER LIGHT HANDLE DBL,-1,-1,NSP
6030511,-1,TAPE TRANSPORE STER 1 IN,-1,-1,NSP
6030522,-1,BAG DECANTER,-1,-1,NSP
6030541,-1,SYR ILLUMENA DISP W/HANDI FILL 150ML,-1,-1,NSP
6030557,-1,USE PPLSFT 251230 DRESSING INFO VAC GRANUFOAM LG,746.74,141.88,NSP
6030569,-1,SYR LL TIP STER 20CC,-1,-1,NSP
6030575,-1,IRRIG X-STREAM LAPA,379.26,72.06,NSP
